time_s,moisture_pct,target_pct,pump_state
1382,62.9,65,0
1383,62.3,65,0
1384,63,65,0
1385,63,65,0
1386,63.9,65,0
1387,63,65,0
1388,62.5,65,0
1389,63,65,0
1390,62.9,65,0
1391,62.7,65,0
1392,63,65,0
1393,64,65,0
1394,62.6,65,0
1395,63.2,65,0
1396,63.2,65,0
1397,62.6,65,1
1398,62.8,65,1
1399,63.1,65,0
1400,63,65,0
1401,63.4,65,0
1402,63.5,65,0
1403,63.8,65,0
1404,62.1,65,0
1405,62.2,65,0
1406,62.4,65,0
1407,63.8,65,0
1408,62.5,65,0
1409,63.6,65,0
1410,63.2,65,0
1411,63.2,65,0
1412,62.1,65,0
1413,63.2,65,0
1414,63.9,65,0
1415,63.3,65,0
1416,62.7,65,0
1417,62.8,65,1
1418,62.8,65,0
1419,63.1,65,0
1420,63,65,0
1421,62.4,65,0
1422,63.3,65,0
1423,62.7,65,0
1424,63.6,65,0
1425,63.4,65,0
1426,62.9,65,0
1427,63,65,0
1428,63.9,65,0
1429,62.6,65,0
1430,63.5,65,0
1431,62.6,65,0
1432,63.8,65,0
1433,63.3,65,0
1434,62.9,65,0
1435,63.5,65,0
1436,62.4,65,1
1437,63.2,65,0
1438,62.1,65,0
1439,61.9,65,0
1440,62.9,65,0
1441,62.8,65,0
1442,63.1,65,0
1443,63.2,65,0
1444,62.9,65,0
1445,63.2,65,0
1446,62.7,65,0
1447,62.4,65,0
1448,63.4,65,0
1449,63.1,65,0
1450,62.7,65,0
1451,63.2,65,0
1452,63.3,65,0
1453,63.1,65,0
1454,62.7,65,0
1455,62.5,65,0
1456,63.9,65,0
1457,62.7,65,1
1458,63.1,65,0
1459,63.8,65,0
1460,62.5,65,0
1461,62.6,65,0
1462,63,65,0
1463,61.8,65,1
1464,63.5,65,0
1465,62.7,65,0
1466,63.4,65,0
1467,63.8,65,0
1468,63.6,65,0
1469,63.5,65,0
1470,62.2,65,0
1471,63.8,65,0
1472,62.6,65,0
1473,62.6,65,0
1474,63.1,65,0
1475,63.1,65,0
1476,62.2,65,0
1477,63.5,65,0
1478,62.8,65,1
1479,63.1,65,1
1480,63.1,65,0
1481,63,65,0
1482,63,65,0
1483,63.1,65,0
1484,63.4,65,0
1485,62.3,65,0
1486,63,65,0
1487,63.6,65,0
1488,62.9,65,0
1489,63.1,65,0
1490,62.2,65,0
1491,62.5,65,0
1492,63.6,65,0
1493,62.7,65,0
1494,64.1,65,0
1495,63.5,65,0
1496,62.2,65,0
1497,63.3,65,0
1498,62.5,65,1
1499,62.8,65,1
1500,62.2,65,0
1501,63,65,0
1502,62.8,65,0
1503,62.9,65,0
1504,62.9,65,0
1505,62.4,65,0
1506,63.7,65,0
1507,62.9,65,0
1508,62.6,65,0
1509,63.2,65,0
1510,63.6,65,0
1511,63.4,65,0
1512,63.9,65,0
1513,62.3,65,1
1514,63.5,65,0
1515,62.6,65,0
1516,64.1,65,0
1517,63.9,65,0
1518,61.5,65,0
1519,63.4,65,0
1520,63,65,0
1521,62.9,65,0
1522,62.8,65,0
1523,62.4,65,1
1524,63.1,65,0
1525,62.3,65,1
1526,63.1,65,0
1527,62.8,65,0
1528,62.4,65,0
1529,61.7,65,0
1530,63.9,65,0
1531,62.9,65,0
1532,62.4,65,0
1533,63.5,65,0
1534,63.2,65,0
1535,63,65,1
1536,63.1,65,1
1537,63.5,65,0
1538,62.7,65,0
1539,62.7,65,0
1540,63.8,65,0
1541,62.9,65,0
1542,62.4,65,0
1543,63.2,65,0
1544,63.8,65,0
1545,62.8,65,0
1546,62.7,65,0
1547,62.4,65,0
1548,62.7,65,0
1549,63,65,0
1550,63.6,65,0
1551,62.8,65,0
1552,62.9,65,0
1553,63.2,65,0
1554,62.9,65,0
1555,63.1,65,0
1556,63.3,65,0
1557,62.9,65,1
1558,63.2,65,1
1559,63,65,1
1560,62.8,65,0
1561,63,65,0
1562,62.7,65,0
1563,63,65,0
1564,62.5,65,0
1565,63.3,65,0
1566,63,65,0
1567,62.5,65,0
1568,62.5,65,0
1569,63,65,0
1570,62.7,65,0
1571,62.7,65,0
1572,62.8,65,0
1573,63.3,65,0
1574,63.3,65,0
1575,63.3,65,0
1576,62.5,65,0
1577,63.4,65,0
1578,63.7,65,0
1579,61.8,65,0
1580,63,65,1
1581,63.3,65,0
1582,63.7,65,0
1583,63.5,65,0
1584,62.1,65,1
1585,62.8,65,0
1586,62.6,65,1
1587,63.3,65,0
1588,63.2,65,0
1589,63.2,65,0
1590,62.8,65,0
1591,64,65,0
1592,63.8,65,0
1593,63.1,65,0
1594,63.2,65,0
1595,62.5,65,0
1596,63.9,65,0
1597,63.7,65,0
1598,62.3,65,0
1599,63.5,65,0
1600,63.1,65,0
1601,63.8,65,0
1602,64.1,65,0
1603,62.4,65,0
1604,62.6,65,0
1605,63.4,65,0
1606,62.6,65,0
1607,62.5,65,0
1608,62.8,65,0
1609,62.5,65,0
1610,62.8,65,1
1611,63.1,65,1
1612,63.9,65,0
1613,62.5,65,0
1614,62.4,65,0
1615,63.3,65,0
1616,63.5,65,0
1617,63,65,0
1618,63.8,65,0
1619,63.4,65,0
1620,63.5,65,0
1621,62.4,65,0
1622,63,65,0
1623,62.6,65,0
1624,63.5,65,0
1625,63.3,65,0
1626,62.5,65,0
1627,62.5,65,0
1628,63.6,65,0
1629,62.8,65,0
1630,62.7,65,0
1631,62.9,65,0
1632,63.1,65,0
1633,62.9,65,0
1634,62.7,65,0
1635,62.5,65,1
1636,62.5,65,1
1637,63.5,65,0
1638,63.3,65,0
1639,64.1,65,0
1640,63.3,65,0
1641,62.9,65,0
1642,62.8,65,0
1643,62.7,65,0
1644,63.2,65,0
1645,62.4,65,0
1646,63.8,65,0
1647,63.2,65,0
1648,62.6,65,0
1649,62.6,65,0
1650,63.5,65,0
1651,62.5,65,0
1652,63.2,65,0
1653,63.4,65,0
1654,63.2,65,0
1655,62.4,65,1
1656,62.6,65,1
1657,62.8,65,0
1658,62.5,65,1
1659,61.9,65,0
1660,63.6,65,0
1661,63.2,65,0
1662,63.4,65,0
1663,62.4,65,0
1664,62.9,65,0
1665,63.1,65,0
1666,62.7,65,0
1667,63.8,65,0
1668,63.6,65,0
1669,62.4,65,0
1670,62.2,65,1
1671,62.8,65,1
1672,63.3,65,0
1673,62.6,65,0
1674,63.9,65,0
1675,63.1,65,0
1676,62.7,65,0
1677,62.6,65,0
1678,63.9,65,0
1679,63.2,65,0
1680,62.3,65,0
1681,63,65,0
1682,62.9,65,0
1683,62.8,65,0
1684,63.7,65,0
1685,63.6,65,0
1686,63.2,65,0
1687,63.6,65,0
1688,62.2,65,0
1689,63,65,1
1690,63.8,65,0
1691,62.3,65,0
1692,63.5,65,0
1693,62.5,65,0
1694,63.5,65,0
1695,62.4,65,0
1696,63.1,65,0
1697,62.6,65,0
1698,63.4,65,0
1699,62.6,65,0
1700,63.3,65,0
1701,63.4,65,0
1702,63.1,65,0
1703,63.1,65,0
1704,63,65,0
1705,62.2,65,0
1706,62.9,65,0
1707,63.5,65,0
1708,63.3,65,0
1709,63.4,65,0
1710,62.4,65,0
1711,62.9,65,0
1712,63.3,65,0
1713,63.6,65,0
1714,63.4,65,0
1715,62.5,65,0
1716,63.1,65,0
1717,63.4,65,0
1718,62.6,65,0
1719,62.8,65,0
1720,63.5,65,0
1721,62.8,65,0
1722,63.5,65,0
1723,62.3,65,1
1724,63.3,65,0
1725,63,65,0
1726,63.5,65,0
1727,63,65,0
1728,63.7,65,0
1729,63.8,65,0
1730,62.3,65,0
1731,62.7,65,0
1732,62.5,65,0
1733,63.5,65,0
1734,62.1,65,1
1735,63,65,0
1736,63.2,65,0
1737,62.5,65,0
1738,64.2,65,0
1739,62.5,65,0
1740,63.3,65,0
1741,62.5,65,0
1742,63.4,65,0
1743,63.1,65,0
1744,62.4,65,0
1745,63.2,65,1
1746,63.1,65,0
1747,63,65,0
1748,62.3,65,0
1749,63.8,65,0
1750,62.4,65,0
1751,62.8,65,0
1752,62.7,65,0
1753,62.7,65,0
1754,62.2,65,0
1755,63.2,65,0
1756,61.8,65,0
1757,64.7,65,0
1758,63.2,65,1
1759,63.7,65,0
1760,63,65,0
1761,63.8,65,0
1762,62.8,65,0
1763,63.4,65,0
1764,63.3,65,0
1765,62.5,65,0
1766,63.4,65,0
1767,63.4,65,0
1768,63.1,65,0
1769,62.5,65,0
1770,62.2,65,0
1771,62.6,65,0
1772,63.4,65,0
1773,63.2,65,0
1774,62.9,65,0
1775,63,65,0
1776,62.5,65,0
1777,62.6,65,1
1778,63.1,65,1
1779,63.3,65,1
1780,62.7,65,0
1781,62.2,65,0
1782,63.5,65,0
1783,62.6,65,0
1784,62.8,65,0
1785,62.9,65,0
1786,62.7,65,0
1787,63.4,65,0
1788,63.1,65,0
1789,63.2,65,0
1790,63.4,65,0
1791,63.2,65,0
1792,62.8,65,0
1793,62.1,65,1
1794,63.1,65,1
1795,63.2,65,0
1796,63,65,0
1797,62.3,65,0
1798,63.8,65,0
1799,62.6,65,0
1800,63,65,0
