time_s,temperature_c,target_c,heater_pwm,fan_state
2230,30.02,30,147,1
2232,30.02,30,147,1
2234,30.03,30,147,1
2236,30.03,30,147,1
2238,30.04,30,146,1
2240,30.04,30,146,1
2242,30.04,30,146,1
2244,30.04,30,146,1
2246,30.05,30,146,1
2248,30.05,30,146,1
2250,30.05,30,146,1
2252,30.06,30,146,1
2254,30.06,30,146,1
2256,30.06,30,146,1
2258,30.07,30,146,1
2260,30.07,30,146,1
2262,30.07,30,146,1
2264,30.08,30,146,1
2266,30.08,30,146,1
2268,30.08,30,146,1
2270,30.08,30,145,1
2272,30.09,30,145,1
2274,30.09,30,145,1
2276,30.09,30,145,1
2278,30.1,30,145,1
2280,30.1,30,145,1
2282,30.1,30,145,1
2284,30.1,30,145,1
2286,30.11,30,145,1
2288,30.11,30,145,1
2290,30.11,30,144,1
2292,30.11,30,144,1
2294,30.11,30,144,1
2296,30.12,30,144,1
2298,30.12,30,144,1
2300,30.12,30,144,1
2302,30.12,30,144,1
2304,30.12,30,144,1
2306,30.12,30,143,1
2308,30.13,30,143,1
2310,30.13,30,143,1
2312,30.13,30,143,1
2314,30.13,30,143,1
2316,30.13,30,143,1
2318,30.13,30,143,1
2320,30.13,30,143,1
2322,30.14,30,142,1
2324,30.14,30,142,1
2326,30.14,30,142,1
2328,30.14,30,142,1
2330,30.14,30,142,1
2332,30.14,30,142,1
2334,30.14,30,142,1
2336,30.14,30,141,1
2338,30.14,30,141,1
2340,30.14,30,141,1
2342,30.14,30,141,1
2344,30.14,30,141,1
2346,30.14,30,141,1
2348,30.14,30,141,1
2350,30.14,30,140,1
2352,30.14,30,140,1
2354,30.14,30,140,1
2356,30.14,30,140,1
2358,30.14,30,140,1
2360,30.14,30,140,1
2362,30.14,30,140,1
2364,30.14,30,139,1
2366,30.14,30,139,1
2368,30.14,30,139,1
2370,30.14,30,139,1
2372,30.13,30,139,1
2374,30.13,30,139,1
2376,30.13,30,139,1
2378,30.13,30,138,1
2380,30.13,30,138,1
2382,30.13,30,138,1
2384,30.12,30,138,1
2386,30.12,30,138,1
2388,30.12,30,138,1
2390,30.12,30,138,1
2392,30.12,30,138,1
2394,30.11,30,138,1
2396,30.11,30,137,1
2398,30.11,30,137,1
2400,30.11,30,137,1
